c1,c1_context,c2,c2_context,match_type
ferrovie dello stato s.p.a.,"Ferrovie Dello Stato Italiane S.P.A. operates as a holding company. The Company, through its subsidiaries, engages in the field of passenger and freight transport (mainly by rail), infrastructure, and logistics related services. Ferrovie Dello Stato Italiane serves customers in Italy.",Ferrovie dello Statto S.p.A,"Ferrovie Dello Stato Italiane S.P.A. operates as a holding company. The Company, through its subsidiaries, engages in the field of passenger and freight transport (mainly by rail), infrastructure, and logistics related services. Ferrovie Dello Stato Italiane serves customers in Italy.",Match
ferrovie dello stato s.p.a.,"Ferrovie Dello Stato Italiane S.P.A. operates as a holding company. The Company, through its subsidiaries, engages in the field of passenger and freight transport (mainly by rail), infrastructure, and logistics related services. Ferrovie Dello Stato Italiane serves customers in Italy.",Ferrovie dello Stato SPA,"Ferrovie Dello Stato Italiane S.P.A. operates as a holding company. The Company, through its subsidiaries, engages in the field of passenger and freight transport (mainly by rail), infrastructure, and logistics related services. Ferrovie Dello Stato Italiane serves customers in Italy.",Match
ferrovie dello stato s.p.a.,"Ferrovie Dello Stato Italiane S.P.A. operates as a holding company. The Company, through its subsidiaries, engages in the field of passenger and freight transport (mainly by rail), infrastructure, and logistics related services. Ferrovie Dello Stato Italiane serves customers in Italy.",Ferrovie dello Stat,"""Italian State Railways JSC""; previously only Ferrovie dello Stato, hence the initialism FS) is Italy's national state-owned railway holding company that manages transport, infrastructure, real estate services and other services in Italy and other European countries.",Match
bticino,"BTicino S.p.A. (pronounced [bitiˈtʃiːno]) is an Italian metalworking company that operates in the field of electrical low voltage equipment used for residential, employment and production.",BTicino,"BTicino S.p.A. (pronounced [bitiˈtʃiːno]) is an Italian metalworking company that operates in the field of electrical low voltage equipment used for residential, employment and production.",Match
bticino,"BTicino S.p.A. (pronounced [bitiˈtʃiːno]) is an Italian metalworking company that operates in the field of electrical low voltage equipment used for residential, employment and production.",B Ticino,"BTicino S.p.A. (pronounced [bitiˈtʃiːno]) is an Italian metalworking company that operates in the field of electrical low voltage equipment used for residential, employment and production.",Match
bticino,"BTicino S.p.A. (pronounced [bitiˈtʃiːno]) is an Italian metalworking company that operates in the field of electrical low voltage equipment used for residential, employment and production.",Bticino S.p.A,"BTicino S.p.A. (pronounced [bitiˈtʃiːno]) is an Italian metalworking company that operates in the field of electrical low voltage equipment used for residential, employment and production.",Match
bticino,"BTicino S.p.A. (pronounced [bitiˈtʃiːno]) is an Italian metalworking company that operates in the field of electrical low voltage equipment used for residential, employment and production.",btinicno,"BTicino S.p.A. (pronounced [bitiˈtʃiːno]) is an Italian metalworking company that operates in the field of electrical low voltage equipment used for residential, employment and production.",Match
bticino,"BTicino S.p.A. (pronounced [bitiˈtʃiːno]) is an Italian metalworking company that operates in the field of electrical low voltage equipment used for residential, employment and production.",Bticno,The Company will store your identification code for the social network when you use it to access your personal area. This information will be stored for the ...,Match
bticino,"BTicino S.p.A. (pronounced [bitiˈtʃiːno]) is an Italian metalworking company that operates in the field of electrical low voltage equipment used for residential, employment and production.",bticoin,"Jul 11, 2024 —",Match
bticino,"BTicino S.p.A. (pronounced [bitiˈtʃiːno]) is an Italian metalworking company that operates in the field of electrical low voltage equipment used for residential, employment and production.",bticino srl,"BTICINO SRL 91% similarity. Focus industries. #, Industry. #1, Electrical machinery and energy. #2, Mechanical elements. #3, Machines. #4, Audio-visual ...",Match
credem banca,"Credem is a medium sized, multi regional banking group, headquartered in Reggio Emilia (north of Italy), made by several companies operating in all financial sectors. Credem Spa is listed on Italian stock exchange since October 1997.",Credem Banca,"Credem is a medium sized, multi regional banking group, headquartered in Reggio Emilia (north of Italy), made by several companies operating in all financial sectors. Credem Spa is listed on Italian stock exchange since October 1997.",Match
credem banca,"Credem is a medium sized, multi regional banking group, headquartered in Reggio Emilia (north of Italy), made by several companies operating in all financial sectors. Credem Spa is listed on Italian stock exchange since October 1997.",CREDEM Banca,"Credem is a medium sized, multi regional banking group, headquartered in Reggio Emilia (north of Italy), made by several companies operating in all financial sectors. Credem Spa is listed on Italian stock exchange since October 1997.",Match
credem banca,"Credem is a medium sized, multi regional banking group, headquartered in Reggio Emilia (north of Italy), made by several companies operating in all financial sectors. Credem Spa is listed on Italian stock exchange since October 1997.",credem Bank,"Credem Bank · Head office: Via Emilia San Pietro 4 42121 Reggio Emilia, Italy · Contacts. Phone number: 0522 582 111. Fax: 0522 433 969 info@credem.it · Customer ...",Match
credem banca,"Credem is a medium sized, multi regional banking group, headquartered in Reggio Emilia (north of Italy), made by several companies operating in all financial sectors. Credem Spa is listed on Italian stock exchange since October 1997.",Creden Banca,"Credem is a medium sized, multi regional banking group, headquartered in Reggio Emilia (north of Italy), made by several companies operating in all financial sectors. Credem Spa is listed on Italian stock exchange since October 1997.",Match
credem banca,"Credem is a medium sized, multi regional banking group, headquartered in Reggio Emilia (north of Italy), made by several companies operating in all financial sectors. Credem Spa is listed on Italian stock exchange since October 1997.",Cred. Banca,"Learn more about Banca Della Marca Credito Cooperativo's company details, contact information ... Banca Della Marca Cred... Banca Della Marca Credito Cooperativo.",Match
credem banca,"Credem is a medium sized, multi regional banking group, headquartered in Reggio Emilia (north of Italy), made by several companies operating in all financial sectors. Credem Spa is listed on Italian stock exchange since October 1997.",Credm Banca,"Credem is a medium sized, multi regional banking group, headquartered in Reggio Emilia (north of Italy), made by several companies operating in all financial sectors. Credem Spa is listed on Italian stock exchange since October 1997.",Match
credem banca,"Credem is a medium sized, multi regional banking group, headquartered in Reggio Emilia (north of Italy), made by several companies operating in all financial sectors. Credem Spa is listed on Italian stock exchange since October 1997.",Credem Banca S.p.A.,REASONS FOR INVESTIGATED BUSINESS INFORMATION. We support companies and ... Credem Banca S.p.A.. Credem FactorS.p.A.. Findomestic Banca. Hoist Finance.,Match
valtur s.p.a.,"Company size: 51-200 employees. Headquarters: Ostuni, BR. Type: Privately Held ... hotel manager at Valtur S.p.a. · Click here to view Alex Fiorini's profile ...",Valtur S.P.A.,"Company size: 51-200 employees. Headquarters: Ostuni, BR. Type: Privately Held ... hotel manager at Valtur S.p.a. · Click here to view Alex Fiorini's profile ...",Match
valtur s.p.a.,"Company size: 51-200 employees. Headquarters: Ostuni, BR. Type: Privately Held ... hotel manager at Valtur S.p.a. · Click here to view Alex Fiorini's profile ...",Valtur S.p.a.,"Company size: 51-200 employees. Headquarters: Ostuni, BR. Type: Privately Held ... hotel manager at Valtur S.p.a. · Click here to view Alex Fiorini's profile ...",Match
